customer_id,signup_date,customer_segment,subscription_plan,monthly_value,contract_type,onboarding_completed,days_to_first_value,features_adopted,feature_adoption_rate,activation_trifecta,cs_touchpoints,days_since_login,support_tickets,months_as_customer,nps_score,payment_failures,referred_by_partner,churn_risk_score,churned
NC-03763,2023-07-13,Mid-Market,Business,148.79,Monthly,0,13,1,0.08,0,0,38,0,13,6,0,0,83.7,1
NC-03764,2024-02-06,Small Business,Starter,32.52,Monthly,1,6,5,0.42,0,0,18,5,12,6,0,0,44.4,1
NC-03765,2023-10-30,Mid-Market,Business,144.41,Monthly,0,15,1,0.08,1,2,24,1,22,1,0,0,58.5,0
NC-03766,2024-10-23,Small Business,Starter,27.35,Monthly,0,19,3,0.25,0,0,27,1,8,1,0,0,79.5,1
NC-03767,2023-02-25,Mid-Market,Growth,88.63,Annual,0,20,1,0.08,0,1,27,2,3,8,0,0,75.5,0
NC-03768,2023-09-03,Mid-Market,Growth,86.43,Monthly,1,7,2,0.17,1,1,2,0,20,5,0,0,29.0,0
NC-03769,2024-05-21,Small Business,Starter,31.38,Monthly,0,16,2,0.17,0,0,59,1,17,3,0,0,93.6,1
NC-03770,2024-01-31,Small Business,Starter,26.37,Annual,0,19,3,0.25,0,0,0,0,13,4,0,0,69.8,1
NC-03771,2023-04-26,Mid-Market,Business,135.8,Monthly,1,5,8,0.67,1,2,1,0,10,5,0,0,13.6,0
NC-03772,2023-09-04,Enterprise,Business,134.13,Annual,1,7,3,0.25,1,5,10,1,18,7,0,0,24.1,0
NC-03773,2024-05-26,Small Business,Growth,82.33,Monthly,1,6,8,0.67,1,0,4,3,6,4,0,0,15.7,0
NC-03774,2024-10-15,Mid-Market,Business,134.62,Annual,1,7,10,0.83,0,0,7,1,18,9,0,0,28.5,0
NC-03775,2024-08-31,Mid-Market,Growth,86.85,Monthly,1,1,4,0.33,0,0,7,1,19,8,0,1,52.3,1
NC-03776,2023-03-14,Enterprise,Enterprise,796.48,Annual,0,15,1,0.08,0,3,42,3,11,7,0,0,74.5,0
NC-03777,2024-06-24,Mid-Market,Business,144.65,Monthly,1,7,3,0.25,1,1,8,0,1,6,1,0,30.5,1
NC-03778,2023-01-13,Mid-Market,Business,148.15,Annual,0,20,3,0.25,0,1,29,1,9,3,0,0,76.2,1
NC-03779,2024-01-05,Mid-Market,Business,158.47,Annual,0,17,1,0.08,0,2,36,0,11,5,0,0,72.5,1
NC-03780,2023-11-21,Enterprise,Enterprise,768.58,Annual,0,16,1,0.08,0,3,32,3,12,3,2,0,76.1,1
NC-03781,2023-05-16,Mid-Market,Growth,87.88,Monthly,1,6,7,0.58,1,3,16,0,21,6,0,0,22.6,0
NC-03782,2024-02-01,Small Business,Growth,71.15,Monthly,0,10,1,0.08,1,0,26,1,21,0,1,0,66.4,1
NC-03783,2024-08-05,Small Business,Starter,26.69,Annual,0,21,1,0.08,0,0,43,0,10,8,0,0,87.0,1
NC-03784,2024-03-06,Mid-Market,Growth,85.09,Monthly,1,5,5,0.42,1,0,12,0,9,6,1,0,31.2,0
NC-03785,2024-01-10,Mid-Market,Growth,83.78,Monthly,1,4,10,0.83,1,1,1,0,12,7,0,0,8.4,0
NC-03786,2024-07-13,Small Business,Growth,72.66,Monthly,1,6,5,0.42,1,0,2,1,21,6,0,0,26.5,0
NC-03787,2024-11-30,Mid-Market,Business,150.08,Annual,1,4,5,0.42,1,0,17,3,18,7,0,0,34.0,1
NC-03788,2023-06-26,Mid-Market,Growth,85.62,Monthly,1,5,3,0.25,0,0,4,2,18,6,2,0,53.8,1
NC-03789,2024-04-27,Small Business,Starter,27.19,Monthly,1,4,6,0.5,1,1,8,3,9,6,0,0,26.7,0
NC-03790,2023-03-16,Enterprise,Business,164.85,Annual,0,20,2,0.17,1,2,32,0,7,8,0,0,62.2,0
NC-03791,2023-01-18,Small Business,Starter,25.53,Monthly,0,18,1,0.08,1,0,34,3,5,5,0,0,63.9,1
NC-03792,2024-08-24,Small Business,Starter,32.82,Monthly,0,10,2,0.17,0,0,29,1,5,2,0,1,82.5,1
NC-03793,2023-03-11,Mid-Market,Business,154.63,Annual,0,12,1,0.08,0,1,36,5,12,3,0,0,84.1,1
NC-03794,2023-01-15,Mid-Market,Growth,76.3,Annual,0,13,1,0.08,0,0,22,1,7,2,0,1,76.4,1
NC-03795,2023-09-26,Small Business,Starter,32.21,Monthly,0,19,2,0.17,0,0,31,1,24,1,0,0,80.7,1
NC-03796,2023-08-09,Mid-Market,Business,161.29,Annual,0,20,4,0.33,0,0,5,3,14,6,0,0,66.6,1
NC-03797,2023-02-10,Mid-Market,Growth,88.68,Monthly,1,8,3,0.25,1,1,7,1,9,7,0,0,31.9,1
NC-03798,2023-03-03,Small Business,Starter,28.68,Monthly,1,2,6,0.5,1,0,9,2,22,9,0,1,25.2,0
NC-03799,2024-02-12,Small Business,Starter,31.86,Monthly,0,23,3,0.25,0,0,49,1,1,2,0,0,83.7,1
NC-03800,2024-06-02,Mid-Market,Growth,82.05,Monthly,1,1,5,0.42,1,2,13,2,3,9,0,0,23.7,0
NC-03801,2023-10-21,Small Business,Growth,80.5,Monthly,1,5,3,0.25,1,0,6,0,11,7,0,0,39.6,0
NC-03802,2024-10-05,Enterprise,Enterprise,745.21,Annual,1,5,6,0.5,1,3,12,1,15,7,0,1,15.8,0
NC-03803,2024-12-30,Mid-Market,Growth,70.06,Monthly,0,18,3,0.25,0,2,17,0,18,6,3,1,68.0,1
NC-03804,2024-05-28,Enterprise,Enterprise,441.06,Annual,1,4,4,0.33,1,4,5,3,8,7,0,0,21.2,0
NC-03805,2024-03-01,Small Business,Growth,80.77,Monthly,0,18,2,0.17,0,1,59,3,1,4,0,0,85.0,1
NC-03806,2024-03-09,Enterprise,Business,137.13,Annual,1,2,3,0.25,0,6,8,2,13,8,0,0,36.7,0
NC-03807,2024-12-19,Mid-Market,Growth,88.16,Monthly,0,21,1,0.08,1,0,38,2,15,0,0,0,72.2,1
NC-03808,2024-02-16,Small Business,Growth,82.95,Monthly,0,18,2,0.17,0,0,32,1,7,5,0,0,79.1,1
NC-03809,2023-03-26,Small Business,Starter,29.78,Annual,1,5,6,0.5,1,0,17,0,3,6,0,0,29.4,0
NC-03810,2024-10-17,Small Business,Growth,86.29,Monthly,0,16,1,0.08,0,1,42,2,18,2,0,0,77.2,1
NC-03811,2024-07-03,Mid-Market,Business,148.04,Annual,0,16,2,0.17,0,0,57,1,4,3,3,0,96.3,1
NC-03812,2024-07-04,Mid-Market,Business,152.35,Annual,0,20,2,0.17,0,2,26,0,8,2,0,0,71.6,1
NC-03813,2024-09-22,Small Business,Starter,25.03,Monthly,0,24,2,0.17,0,0,20,3,5,7,0,0,81.3,1
NC-03814,2023-06-06,Mid-Market,Growth,77.31,Monthly,1,2,5,0.42,1,2,4,1,13,6,0,0,24.3,0
NC-03815,2023-10-12,Small Business,Starter,26.39,Monthly,0,12,1,0.08,0,1,44,2,9,5,0,0,83.2,1
NC-03816,2023-03-27,Mid-Market,Growth,83.79,Monthly,1,5,9,0.75,1,0,16,0,9,8,2,0,25.9,1
NC-03817,2023-11-14,Small Business,Starter,29.79,Monthly,0,16,2,0.17,0,0,46,0,11,3,0,0,83.7,1
NC-03818,2023-03-22,Mid-Market,Growth,76.04,Annual,1,5,5,0.42,1,1,12,1,19,6,0,1,26.9,0
NC-03819,2024-06-07,Mid-Market,Growth,79.36,Monthly,1,4,3,0.25,1,1,8,0,18,7,0,0,38.2,0
NC-03820,2023-07-28,Mid-Market,Business,138.39,Annual,0,20,1,0.08,0,0,15,4,4,2,0,0,72.4,1
NC-03821,2023-06-09,Small Business,Starter,34.25,Monthly,1,4,4,0.33,1,0,18,1,23,6,3,1,40.0,1
NC-03822,2024-07-03,Small Business,Growth,71.08,Annual,0,13,2,0.17,0,1,44,2,19,6,1,0,79.2,0
NC-03823,2023-12-01,Mid-Market,Growth,87.31,Monthly,0,14,1,0.08,0,2,42,1,23,7,1,0,76.1,0
NC-03824,2024-02-05,Small Business,Starter,30.11,Annual,0,17,2,0.17,0,0,48,1,14,4,0,0,86.4,1
NC-03825,2024-08-23,Small Business,Starter,31.19,Monthly,1,2,3,0.25,1,0,0,2,4,5,0,0,31.8,0
NC-03826,2024-10-11,Small Business,Growth,76.05,Monthly,1,4,8,0.67,1,0,5,0,17,9,0,0,21.4,0
NC-03827,2024-10-27,Mid-Market,Business,168.67,Monthly,0,18,1,0.08,1,2,44,1,4,5,0,0,70.6,1
NC-03828,2024-11-28,Mid-Market,Growth,75.64,Annual,0,16,2,0.17,0,3,32,3,10,6,1,0,68.5,0
NC-03829,2024-10-20,Enterprise,Enterprise,594.44,Annual,1,5,4,0.33,0,4,7,0,12,6,0,0,45.4,0
NC-03830,2023-03-09,Small Business,Starter,34.93,Monthly,0,11,1,0.08,0,0,54,0,2,6,0,0,87.8,1
NC-03831,2023-11-14,Mid-Market,Business,165.24,Annual,0,14,1,0.08,0,2,36,4,14,3,0,0,74.3,1
NC-03832,2024-12-16,Mid-Market,Business,151.45,Monthly,1,2,6,0.5,1,0,19,4,7,6,0,0,30.4,0
NC-03833,2024-03-23,Mid-Market,Business,169.61,Monthly,0,21,1,0.08,1,1,34,1,5,2,0,1,67.4,1
NC-03834,2023-09-02,Mid-Market,Business,158.05,Monthly,1,9,6,0.5,1,2,12,2,20,7,0,1,21.2,0
NC-03835,2023-03-01,Mid-Market,Growth,74.17,Annual,0,14,1,0.08,0,0,42,1,3,8,0,0,85.7,1
NC-03836,2023-09-08,Small Business,Starter,29.06,Monthly,1,4,7,0.58,1,0,5,1,1,8,0,0,26.5,0
NC-03837,2023-03-30,Enterprise,Business,143.38,Monthly,1,3,7,0.58,1,2,2,2,4,6,0,1,20.7,0
NC-03838,2024-03-20,Small Business,Starter,28.44,Monthly,0,18,1,0.08,0,0,35,2,7,4,0,0,87.4,1
NC-03839,2023-04-29,Enterprise,Enterprise,680.23,Annual,1,3,6,0.5,1,3,17,0,24,9,3,0,33.1,0
NC-03840,2024-04-09,Mid-Market,Growth,81.69,Annual,0,19,1,0.08,0,3,29,3,5,5,0,1,74.0,0
NC-03841,2024-09-18,Mid-Market,Business,131.52,Monthly,1,6,8,0.67,0,1,10,0,15,8,1,0,40.7,0
NC-03842,2024-09-15,Small Business,Starter,33.77,Annual,0,13,1,0.08,1,1,31,1,22,4,0,1,61.8,0
NC-03843,2023-02-26,Mid-Market,Growth,75.94,Monthly,0,19,1,0.08,0,2,38,2,13,2,0,1,77.4,1
NC-03844,2023-11-13,Mid-Market,Business,169.88,Monthly,0,10,1,0.08,0,2,52,3,21,9,0,0,84.3,1
NC-03845,2024-11-13,Small Business,Starter,34.54,Monthly,1,4,4,0.33,1,0,8,3,13,6,0,0,30.9,0
NC-03846,2024-11-04,Mid-Market,Business,167.62,Monthly,1,4,10,0.83,0,1,4,3,22,9,0,0,29.6,1
NC-03847,2023-06-29,Enterprise,Business,162.45,Monthly,0,17,2,0.17,0,2,59,2,7,4,0,0,81.0,0
NC-03848,2023-05-03,Mid-Market,Business,138.82,Annual,1,4,6,0.5,0,1,4,1,2,5,0,0,41.1,0
NC-03849,2023-01-13,Mid-Market,Growth,80.65,Annual,0,16,1,0.08,0,1,45,0,24,5,0,0,85.5,1
NC-03850,2024-12-25,Small Business,Starter,27.24,Monthly,0,16,3,0.25,0,0,12,0,8,8,0,0,69.5,1
NC-03851,2023-05-21,Mid-Market,Business,140.39,Annual,0,18,1,0.08,0,2,54,1,4,3,0,0,91.1,1
NC-03852,2024-12-19,Small Business,Growth,82.22,Annual,1,5,6,0.5,0,0,21,2,1,6,0,1,42.1,0
NC-03853,2023-01-12,Mid-Market,Growth,70.82,Monthly,0,18,4,0.33,0,2,34,1,16,4,0,0,68.7,1
NC-03854,2023-06-17,Enterprise,Business,168.78,Annual,0,15,1,0.08,0,1,19,0,6,2,0,0,78.5,1
NC-03855,2024-05-23,Mid-Market,Growth,88.37,Annual,0,22,2,0.17,1,1,46,0,8,3,2,1,68.1,0
NC-03856,2023-12-22,Small Business,Starter,28.81,Annual,0,24,2,0.17,1,0,36,1,16,7,0,1,62.3,1
NC-03857,2024-06-19,Small Business,Growth,80.31,Monthly,1,2,7,0.58,1,0,18,3,8,7,0,0,24.8,0
NC-03858,2024-06-13,Mid-Market,Business,148.64,Monthly,0,18,1,0.08,0,2,26,0,15,1,0,0,76.4,1
NC-03859,2023-09-23,Mid-Market,Growth,87.64,Annual,0,16,1,0.08,1,0,14,1,12,3,0,0,63.1,1
NC-03860,2023-06-20,Enterprise,Enterprise,644.3,Annual,1,6,6,0.5,0,6,9,0,6,7,0,0,33.7,0
NC-03861,2024-01-16,Mid-Market,Business,141.12,Monthly,1,4,5,0.42,1,1,10,0,5,7,2,0,31.4,0
NC-03862,2023-05-10,Mid-Market,Growth,78.94,Annual,1,5,1,0.08,1,3,4,4,16,9,0,0,31.2,0
NC-03863,2023-10-03,Small Business,Starter,29.29,Monthly,0,19,1,0.08,0,0,49,0,2,9,1,1,85.2,1
NC-03864,2023-05-01,Small Business,Starter,34.59,Annual,0,16,1,0.08,0,1,35,0,8,4,2,0,90.4,1
NC-03865,2023-01-31,Small Business,Starter,26.75,Monthly,1,8,3,0.25,1,0,6,0,11,9,0,1,31.1,0
NC-03866,2023-12-10,Small Business,Starter,25.9,Monthly,0,20,2,0.17,0,0,43,2,11,4,0,0,83.2,1
NC-03867,2024-03-15,Mid-Market,Business,165.22,Monthly,0,21,1,0.08,0,1,30,0,10,1,0,0,81.9,1
NC-03868,2023-10-06,Mid-Market,Growth,87.93,Monthly,0,17,1,0.08,0,1,23,1,2,0,0,0,75.9,1
NC-03869,2024-06-20,Mid-Market,Growth,87.43,Monthly,0,17,4,0.33,0,1,10,4,11,3,3,0,70.0,1
NC-03870,2023-03-07,Small Business,Growth,80.22,Annual,0,21,3,0.25,0,0,25,0,10,2,0,0,71.2,1
NC-03871,2023-09-27,Mid-Market,Growth,83.19,Annual,0,20,2,0.17,0,2,72,4,2,2,0,0,79.3,1
NC-03872,2024-12-30,Small Business,Starter,30.63,Monthly,1,2,9,0.75,1,0,8,0,11,5,0,0,15.2,0
NC-03873,2024-08-13,Small Business,Starter,25.69,Monthly,0,18,1,0.08,0,0,19,0,3,8,0,0,79.4,1
NC-03874,2024-10-04,Mid-Market,Growth,81.92,Monthly,0,19,1,0.08,0,0,54,1,20,7,1,0,93.1,1
NC-03875,2023-03-20,Small Business,Growth,70.27,Monthly,1,4,3,0.25,1,0,7,0,8,8,0,1,35.6,1
NC-03876,2024-05-23,Mid-Market,Business,143.0,Monthly,1,5,8,0.67,1,0,9,0,10,6,0,0,23.0,0
NC-03877,2024-04-11,Small Business,Starter,34.32,Monthly,1,4,9,0.75,1,0,9,2,20,8,0,0,22.3,1
NC-03878,2024-06-07,Enterprise,Enterprise,452.02,Annual,0,9,2,0.17,0,6,57,1,23,5,1,0,84.7,0
NC-03879,2024-01-04,Mid-Market,Growth,88.8,Monthly,0,12,3,0.25,0,2,15,3,4,5,1,1,59.0,1
NC-03880,2023-02-26,Small Business,Growth,75.0,Annual,0,21,1,0.08,0,0,56,0,3,3,0,0,95.7,1
NC-03881,2024-05-26,Mid-Market,Growth,76.29,Annual,0,17,4,0.33,0,2,46,2,13,1,2,0,76.9,1
NC-03882,2024-08-03,Mid-Market,Business,155.14,Annual,1,5,5,0.42,1,1,8,0,14,7,0,0,30.2,0
NC-03883,2023-06-20,Enterprise,Enterprise,680.81,Annual,0,17,4,0.33,1,3,22,0,11,4,0,0,42.9,1
NC-03884,2024-01-12,Small Business,Starter,30.01,Annual,1,3,9,0.75,0,0,6,4,15,7,0,1,33.4,0
NC-03885,2023-06-11,Enterprise,Enterprise,741.06,Annual,1,4,7,0.58,1,3,8,1,2,5,0,0,14.4,0
NC-03886,2023-09-19,Enterprise,Business,131.61,Annual,1,5,5,0.42,1,3,17,3,3,7,0,0,23.3,0
NC-03887,2023-04-16,Enterprise,Enterprise,761.1,Annual,1,5,6,0.5,0,2,15,0,23,8,3,0,43.9,0
NC-03888,2024-08-10,Mid-Market,Growth,73.93,Annual,1,9,2,0.17,1,0,6,1,10,7,0,0,31.9,0
NC-03889,2024-11-21,Mid-Market,Business,165.37,Annual,1,4,7,0.58,1,1,18,1,21,8,1,0,27.4,0
NC-03890,2023-04-29,Mid-Market,Growth,78.02,Annual,0,24,1,0.08,0,0,49,1,9,1,0,1,83.1,1
NC-03891,2023-08-22,Mid-Market,Business,163.31,Monthly,1,3,5,0.42,0,1,10,1,11,9,2,0,47.4,1
NC-03892,2024-06-05,Mid-Market,Business,156.87,Monthly,1,5,9,0.75,0,1,6,0,11,6,0,1,30.0,0
NC-03893,2023-01-03,Mid-Market,Business,137.04,Monthly,0,18,2,0.17,0,2,26,0,24,5,0,0,71.2,1
NC-03894,2023-02-15,Mid-Market,Business,166.72,Annual,0,17,1,0.08,0,1,43,1,21,4,1,0,84.2,1
NC-03895,2023-01-13,Mid-Market,Business,139.82,Monthly,1,4,3,0.25,0,0,9,0,3,5,1,0,45.0,1
NC-03896,2023-09-08,Mid-Market,Growth,74.88,Monthly,1,3,4,0.33,0,0,6,1,8,5,0,1,42.8,0
NC-03897,2023-02-17,Small Business,Starter,33.14,Monthly,0,21,2,0.17,0,0,51,0,13,3,0,1,90.5,1
NC-03898,2024-04-28,Enterprise,Business,134.23,Monthly,0,14,2,0.17,1,2,37,0,5,5,0,0,63.6,1
NC-03899,2024-01-08,Mid-Market,Growth,74.44,Monthly,1,5,7,0.58,1,0,10,1,24,8,0,0,29.6,0
NC-03900,2024-01-28,Enterprise,Business,150.15,Annual,1,6,3,0.25,0,5,13,2,21,8,1,0,47.7,0
NC-03901,2023-06-03,Mid-Market,Business,163.22,Monthly,0,23,2,0.17,0,1,47,1,10,5,1,0,77.9,1
NC-03902,2023-07-03,Small Business,Starter,26.47,Monthly,0,21,2,0.17,0,0,10,0,6,6,0,0,67.5,1
NC-03903,2023-02-06,Enterprise,Enterprise,573.83,Annual,0,20,2,0.17,1,2,46,1,20,3,0,0,65.8,1
NC-03904,2024-07-20,Small Business,Starter,32.11,Annual,1,3,10,0.83,1,0,8,0,2,6,1,0,19.7,0
NC-03905,2024-11-02,Enterprise,Enterprise,730.3,Annual,1,3,7,0.58,0,2,5,1,4,7,0,0,36.2,0
NC-03906,2024-03-05,Mid-Market,Growth,88.71,Annual,1,2,7,0.58,1,1,8,0,17,10,0,0,20.5,0
NC-03907,2023-08-18,Mid-Market,Growth,85.69,Monthly,0,13,3,0.25,0,0,30,0,3,4,0,0,72.5,1
NC-03908,2023-11-26,Small Business,Starter,31.53,Annual,1,4,7,0.58,1,0,8,1,22,7,0,1,30.9,1
NC-03909,2023-09-12,Mid-Market,Business,147.34,Monthly,0,15,1,0.08,0,0,34,0,23,5,0,0,82.9,1
NC-03910,2024-03-02,Small Business,Growth,72.24,Monthly,1,7,8,0.67,1,0,11,2,24,7,3,1,27.6,1
NC-03911,2023-11-24,Small Business,Starter,32.1,Monthly,1,3,5,0.42,1,1,0,0,10,9,0,1,26.0,0
NC-03912,2023-10-05,Small Business,Growth,89.85,Monthly,1,5,4,0.33,0,0,8,0,3,6,1,0,48.5,0
NC-03913,2023-03-21,Small Business,Starter,32.37,Monthly,0,16,1,0.08,1,0,34,0,11,9,1,0,72.2,1
NC-03914,2024-08-08,Enterprise,Enterprise,308.36,Annual,0,12,3,0.25,0,7,68,1,2,3,0,0,75.7,1
NC-03915,2024-01-17,Enterprise,Business,149.85,Annual,0,22,2,0.17,0,5,5,2,16,7,0,0,63.5,0
NC-03916,2023-05-03,Mid-Market,Growth,82.29,Annual,0,20,3,0.25,0,0,48,0,19,8,0,0,81.9,1
NC-03917,2024-05-29,Mid-Market,Growth,83.79,Monthly,1,6,7,0.58,0,0,10,1,11,5,0,1,46.3,0
NC-03918,2024-11-20,Small Business,Starter,32.2,Annual,0,20,2,0.17,1,0,46,1,19,4,0,0,73.6,1
NC-03919,2023-02-23,Mid-Market,Business,152.32,Monthly,1,3,6,0.5,1,2,5,0,16,8,0,0,21.7,0
NC-03920,2023-07-03,Mid-Market,Growth,74.47,Monthly,0,15,2,0.17,0,3,39,2,6,5,0,0,74.9,1
NC-03921,2023-08-17,Enterprise,Enterprise,771.1,Annual,1,5,4,0.33,1,4,8,1,20,7,0,0,25.5,0
NC-03922,2024-06-12,Mid-Market,Growth,83.93,Annual,0,24,1,0.08,0,0,88,2,21,5,0,1,90.7,1
NC-03923,2023-02-17,Mid-Market,Growth,74.74,Monthly,0,19,1,0.08,0,0,30,0,15,1,0,0,80.7,0
NC-03924,2024-02-15,Small Business,Starter,28.22,Monthly,1,6,7,0.58,1,0,4,2,17,7,0,0,21.8,0
NC-03925,2023-03-12,Enterprise,Enterprise,760.96,Annual,0,15,1,0.08,0,1,65,0,18,4,3,0,91.4,1
NC-03926,2024-04-21,Small Business,Growth,87.75,Annual,0,22,4,0.33,0,1,40,0,15,4,0,0,76.4,1
NC-03927,2023-10-17,Mid-Market,Growth,78.1,Monthly,0,16,2,0.17,0,0,42,2,10,3,0,0,81.9,1
NC-03928,2023-11-15,Mid-Market,Business,131.53,Monthly,1,5,6,0.5,0,2,13,0,17,7,0,0,44.1,0
NC-03929,2023-12-02,Mid-Market,Growth,70.97,Monthly,0,16,1,0.08,0,2,36,1,22,2,0,0,76.6,1
NC-03930,2023-03-30,Small Business,Starter,27.84,Monthly,0,21,2,0.17,0,2,28,2,8,5,0,0,74.6,1
NC-03931,2024-07-20,Enterprise,Enterprise,614.56,Monthly,1,6,3,0.25,0,3,8,0,23,8,0,0,40.3,0
NC-03932,2024-04-12,Small Business,Starter,30.84,Annual,0,12,2,0.17,1,0,22,0,15,4,0,0,63.1,0
NC-03933,2023-01-09,Mid-Market,Business,155.35,Monthly,0,23,1,0.08,0,1,13,2,10,2,0,1,73.9,1
NC-03934,2024-01-13,Small Business,Starter,32.17,Annual,0,27,2,0.17,0,0,22,1,19,6,0,0,78.1,1
NC-03935,2023-07-25,Small Business,Starter,25.19,Monthly,0,16,2,0.17,0,0,0,0,2,2,2,1,70.9,1
NC-03936,2023-10-26,Mid-Market,Business,134.2,Annual,0,17,1,0.08,0,2,29,1,15,2,0,0,72.5,1
NC-03937,2024-07-31,Mid-Market,Growth,77.19,Annual,0,22,1,0.08,0,2,27,1,4,10,0,0,74.2,1
NC-03938,2023-11-08,Small Business,Starter,26.55,Monthly,1,5,4,0.33,1,0,11,1,1,7,2,0,33.6,1
NC-03939,2024-09-29,Small Business,Starter,25.75,Monthly,1,4,7,0.58,1,0,8,0,12,5,0,1,21.8,0
NC-03940,2023-09-06,Mid-Market,Growth,82.82,Monthly,0,25,2,0.17,1,1,32,1,8,5,0,0,59.8,0
NC-03941,2024-04-20,Mid-Market,Business,162.61,Monthly,1,2,5,0.42,1,1,13,0,10,7,1,0,31.5,0
NC-03942,2024-01-13,Enterprise,Enterprise,676.31,Annual,0,14,3,0.25,0,4,28,2,4,3,0,0,65.5,0
NC-03943,2024-08-28,Small Business,Growth,86.34,Monthly,0,19,3,0.25,0,0,18,0,18,5,0,0,74.0,1
NC-03944,2024-05-20,Mid-Market,Growth,83.32,Annual,1,1,8,0.67,1,2,0,0,8,7,0,1,16.9,0
NC-03945,2023-07-20,Small Business,Starter,32.35,Annual,1,4,4,0.33,1,1,8,1,3,5,0,1,25.3,1
NC-03946,2024-07-13,Small Business,Starter,27.72,Monthly,0,16,3,0.25,0,0,34,0,11,4,0,0,84.4,1
NC-03947,2023-09-09,Mid-Market,Growth,89.86,Annual,1,6,6,0.5,1,2,14,0,14,7,1,1,28.4,0
NC-03948,2023-06-04,Mid-Market,Business,137.33,Annual,0,20,1,0.08,0,3,21,1,16,4,0,0,71.2,1
NC-03949,2023-01-07,Small Business,Starter,27.14,Monthly,1,1,5,0.42,0,0,11,0,1,7,0,0,50.5,0
NC-03950,2024-02-24,Small Business,Starter,27.89,Monthly,0,15,1,0.08,0,0,0,0,20,3,0,0,72.4,1
NC-03951,2023-01-25,Small Business,Growth,89.51,Monthly,1,3,4,0.33,1,0,1,2,15,8,0,1,25.7,0
NC-03952,2023-08-27,Enterprise,Enterprise,794.14,Annual,1,4,3,0.25,1,1,9,0,12,7,0,1,35.9,0
NC-03953,2024-07-08,Enterprise,Business,161.8,Annual,1,2,7,0.58,0,4,11,1,15,5,0,0,28.4,0
NC-03954,2023-12-21,Small Business,Growth,82.58,Monthly,1,5,5,0.42,1,0,0,0,16,8,0,1,29.3,1
NC-03955,2024-10-13,Small Business,Starter,30.2,Monthly,0,15,1,0.08,1,0,23,0,4,5,0,0,61.5,1
NC-03956,2024-12-11,Enterprise,Business,168.82,Annual,0,20,2,0.17,0,2,35,1,7,0,0,0,76.3,0
NC-03957,2023-01-10,Enterprise,Business,157.82,Monthly,1,4,6,0.5,1,5,7,3,5,3,0,0,12.5,0
NC-03958,2023-12-10,Mid-Market,Growth,88.89,Annual,1,3,8,0.67,1,1,10,2,21,7,0,0,16.2,0
NC-03959,2023-01-02,Small Business,Starter,28.17,Monthly,0,23,2,0.17,0,0,48,0,14,3,0,1,85.8,1
NC-03960,2024-11-04,Small Business,Starter,28.34,Monthly,0,23,1,0.08,0,0,15,1,10,5,0,0,78.1,1
NC-03961,2024-01-21,Mid-Market,Growth,87.09,Annual,0,19,1,0.08,0,1,41,0,12,3,0,0,76.2,1
NC-03962,2023-11-11,Mid-Market,Business,135.99,Monthly,1,4,3,0.25,1,1,4,3,14,7,0,0,33.7,0
NC-03963,2023-04-17,Small Business,Growth,88.92,Monthly,0,13,2,0.17,0,0,40,1,19,5,0,0,86.3,1
NC-03964,2023-07-30,Mid-Market,Business,150.3,Monthly,0,22,3,0.25,0,1,27,4,18,5,0,0,75.7,1
NC-03965,2024-06-26,Small Business,Starter,34.26,Monthly,1,6,2,0.17,1,0,13,2,21,6,0,1,38.3,1
NC-03966,2023-09-01,Mid-Market,Growth,76.74,Monthly,0,14,1,0.08,0,2,43,3,18,4,3,0,87.2,0
NC-03967,2024-03-05,Small Business,Starter,32.16,Monthly,0,15,3,0.25,1,1,20,0,24,3,0,0,55.9,0
NC-03968,2024-05-18,Small Business,Starter,29.83,Monthly,0,19,1,0.08,0,0,9,3,23,4,2,0,74.8,1
NC-03969,2023-03-03,Mid-Market,Business,155.07,Annual,0,13,1,0.08,0,1,52,0,2,5,0,0,87.1,1
NC-03970,2023-05-26,Mid-Market,Business,150.17,Monthly,0,15,1,0.08,1,2,24,4,11,7,0,0,52.5,1
NC-03971,2024-12-29,Enterprise,Enterprise,783.56,Monthly,1,2,8,0.67,1,4,4,0,15,7,1,1,9.7,0
NC-03972,2023-10-14,Mid-Market,Business,157.68,Annual,1,2,7,0.58,0,2,11,2,5,8,0,0,32.2,0
NC-03973,2023-04-06,Small Business,Starter,27.51,Monthly,0,15,2,0.17,1,0,19,1,5,6,0,0,61.6,1
NC-03974,2023-02-14,Mid-Market,Growth,88.19,Monthly,0,21,2,0.17,0,3,37,1,20,4,0,0,77.3,1
NC-03975,2023-08-26,Small Business,Starter,27.94,Monthly,0,10,1,0.08,0,1,35,1,7,3,0,0,74.4,1
NC-03976,2024-06-16,Enterprise,Business,144.86,Annual,0,19,3,0.25,0,3,33,1,2,4,0,0,72.8,1
NC-03977,2024-02-27,Small Business,Starter,26.02,Annual,0,19,1,0.08,0,1,52,0,22,5,3,0,93.5,0
NC-03978,2024-12-18,Mid-Market,Growth,88.0,Annual,0,21,1,0.08,0,1,41,1,1,4,0,0,84.7,1
NC-03979,2024-01-17,Small Business,Starter,27.86,Monthly,0,19,1,0.08,0,0,49,5,1,2,0,1,86.9,1
NC-03980,2024-04-14,Mid-Market,Growth,75.18,Annual,0,16,1,0.08,0,2,31,2,15,4,2,0,79.1,0
